2025-05-24 16:11:27,137 - Packets received in last second: 0
2025-05-24 16:11:28,225 - Batch processed 100 packets. CPU: 0.0%, RAM: 88.4%
Received Packet 00000001 | Source IP: 136.70.231.240 | Destination IP: 172.16.0.10 | Source Port: 22641 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 74 | Volume: 418 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00006700 | Source IP: 190.21.121.121 | Destination IP: 192.168.1.200 | Source Port: 13212 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 52 | Volume: 943 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00006800 | Source IP: 220.126.126.234 | Destination IP: 172.16.0.10 | Source Port: 31094 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 95 | Volume: 1336 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00006900 | Source IP: 51.173.26.145 | Destination IP: 10.0.0.50 | Source Port: 13424 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 227 | Volume: 923 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00007000 | Source IP: 163.253.245.131 | Destination IP: 172.16.0.10 | Source Port: 7243 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 184 | Volume: 1235 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00007100 | Source IP: 197.21.27.205 | Destination IP: 192.168.1.200 | Source Port: 57423 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 230 | Volume: 918 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00007200 | Source IP: 194.185.197.12 | Destination IP: 192.168.1.200 | Source Port: 39252 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 34 | Volume: 1431 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00007300 | Source IP: 240.12.18.116 | Destination IP: 192.168.1.200 | Source Port: 5327 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 102 | Volume: 987 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00007400 | Source IP: 41.54.93.48 | Destination IP: 10.0.0.50 | Source Port: 9231 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 145 | Volume: 326 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00007500 | Source IP: 247.58.177.192 | Destination IP: 10.0.0.50 | Source Port: 53094 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 255 | Volume: 1203 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00007600 | Source IP: 78.57.210.59 | Destination IP: 192.168.1.200 | Source Port: 44619 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 64 | Volume: 304 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00007700 | Source IP: 158.57.151.139 | Destination IP: 172.16.0.10 | Source Port: 13304 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 63 | Volume: 1308 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00007800 | Source IP: 161.214.83.159 | Destination IP: 172.16.0.10 | Source Port: 36924 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 161 | Volume: 286 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00007900 | Source IP: 206.252.83.182 | Destination IP: 172.16.0.10 | Source Port: 24429 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 186 | Volume: 1036 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00008000 | Source IP: 26.251.127.156 | Destination IP: 172.16.0.10 | Source Port: 53586 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 146 | Volume: 1281 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00008100 | Source IP: 119.62.48.23 | Destination IP: 10.0.0.50 | Source Port: 6132 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 182 | Volume: 1166 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00008200 | Source IP: 35.127.222.176 | Destination IP: 192.168.1.200 | Source Port: 9598 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 111 | Volume: 851 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00008300 | Source IP: 149.129.142.90 | Destination IP: 192.168.1.200 | Source Port: 42855 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 199 | Volume: 294 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00008400 | Source IP: 55.108.162.149 | Destination IP: 192.168.1.200 | Source Port: 62987 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 115 | Volume: 1375 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00008500 | Source IP: 42.54.154.212 | Destination IP: 172.16.0.10 | Source Port: 15572 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 213 | Volume: 894 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00008600 | Source IP: 235.246.131.159 | Destination IP: 172.16.0.10 | Source Port: 33433 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 196 | Volume: 1467 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00008700 | Source IP: 61.5.5.176 | Destination IP: 192.168.1.200 | Source Port: 43267 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 133 | Volume: 664 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00008800 | Source IP: 123.103.202.112 | Destination IP: 192.168.1.200 | Source Port: 57192 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 41 | Volume: 392 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00008900 | Source IP: 135.67.66.171 | Destination IP: 172.16.0.10 | Source Port: 4090 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 109 | Volume: 1110 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00009000 | Source IP: 203.109.13.85 | Destination IP: 172.16.0.10 | Source Port: 64687 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 71 | Volume: 224 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00009100 | Source IP: 149.74.253.115 | Destination IP: 172.16.0.10 | Source Port: 7903 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 171 | Volume: 303 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00009200 | Source IP: 122.107.222.255 | Destination IP: 172.16.0.10 | Source Port: 37052 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 195 | Volume: 883 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00009300 | Source IP: 62.125.220.34 | Destination IP: 10.0.0.50 | Source Port: 27042 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 70 | Volume: 796 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00009400 | Source IP: 63.67.26.46 | Destination IP: 10.0.0.50 | Source Port: 21871 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 245 | Volume: 569 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00009500 | Source IP: 148.138.35.65 | Destination IP: 172.16.0.10 | Source Port: 22757 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 54 | Volume: 1202 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00009600 | Source IP: 99.1.208.109 | Destination IP: 172.16.0.10 | Source Port: 54087 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 231 | Volume: 512 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00009700 | Source IP: 233.153.27.208 | Destination IP: 172.16.0.10 | Source Port: 40479 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 94 | Volume: 1135 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00009800 | Source IP: 79.156.163.68 | Destination IP: 192.168.1.200 | Source Port: 35147 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 136 | Volume: 500 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00009900 | Source IP: 19.142.109.133 | Destination IP: 10.0.0.50 | Source Port: 10638 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 231 | Volume: 98 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00009999 | Source IP: 143.226.227.215 | Destination IP: 10.0.0.50 | Source Port: 33507 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 61 | Volume: 679 | Spoofed: 1 | Attack Type: UDP_Flood
2025-05-24 16:11:28,542 - Batch processed 100 packets. CPU: 0.0%, RAM: 88.5%
Received Packet 00000105 | Source IP: 145.43.117.14 | Destination IP: 172.16.0.10 | Source Port: 40685 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 52 | Volume: 922 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00000205 | Source IP: 131.225.215.129 | Destination IP: 172.16.0.10 | Source Port: 26085 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 159 | Volume: 1330 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00000305 | Source IP: 43.32.29.70 | Destination IP: 192.168.1.200 | Source Port: 57692 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 234 | Volume: 456 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00000405 | Source IP: 120.202.28.240 | Destination IP: 192.168.1.200 | Source Port: 64994 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 162 | Volume: 1301 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00000505 | Source IP: 32.69.79.252 | Destination IP: 10.0.0.50 | Source Port: 36636 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 177 | Volume: 123 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00000605 | Source IP: 22.224.212.244 | Destination IP: 172.16.0.10 | Source Port: 19727 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 234 | Volume: 1279 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00000705 | Source IP: 2.149.50.99 | Destination IP: 10.0.0.50 | Source Port: 10903 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 95 | Volume: 1316 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00000805 | Source IP: 8.116.251.232 | Destination IP: 172.16.0.10 | Source Port: 18180 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 249 | Volume: 666 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00000905 | Source IP: 242.123.42.81 | Destination IP: 192.168.1.200 | Source Port: 6653 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 241 | Volume: 188 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00001005 | Source IP: 189.120.143.191 | Destination IP: 172.16.0.10 | Source Port: 61427 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 207 | Volume: 796 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00001105 | Source IP: 48.131.141.57 | Destination IP: 10.0.0.50 | Source Port: 2347 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 208 | Volume: 1215 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00001205 | Source IP: 5.156.60.20 | Destination IP: 10.0.0.50 | Source Port: 57142 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 61 | Volume: 1426 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00001305 | Source IP: 141.22.129.144 | Destination IP: 10.0.0.50 | Source Port: 52933 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 69 | Volume: 1487 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00001405 | Source IP: 199.71.88.247 | Destination IP: 192.168.1.200 | Source Port: 23701 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 157 | Volume: 1176 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00001505 | Source IP: 72.214.228.145 | Destination IP: 192.168.1.200 | Source Port: 39413 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 136 | Volume: 418 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00001605 | Source IP: 21.111.135.4 | Destination IP: 172.16.0.10 | Source Port: 12623 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 86 | Volume: 1307 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00001705 | Source IP: 40.242.14.119 | Destination IP: 192.168.1.200 | Source Port: 58280 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 168 | Volume: 703 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00001805 | Source IP: 231.135.37.20 | Destination IP: 10.0.0.50 | Source Port: 7530 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 121 | Volume: 659 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00001905 | Source IP: 97.47.47.113 | Destination IP: 192.168.1.200 | Source Port: 9467 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 106 | Volume: 404 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00002005 | Source IP: 101.167.216.173 | Destination IP: 192.168.1.200 | Source Port: 11636 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 179 | Volume: 409 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00002105 | Source IP: 60.37.189.229 | Destination IP: 10.0.0.50 | Source Port: 19169 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 37 | Volume: 100 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00002205 | Source IP: 215.129.226.89 | Destination IP: 192.168.1.200 | Source Port: 18020 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 236 | Volume: 533 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00002305 | Source IP: 203.215.94.133 | Destination IP: 10.0.0.50 | Source Port: 21770 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 131 | Volume: 804 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00002405 | Source IP: 58.246.243.83 | Destination IP: 10.0.0.50 | Source Port: 7526 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 40 | Volume: 781 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00002505 | Source IP: 165.243.27.65 | Destination IP: 10.0.0.50 | Source Port: 25982 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 109 | Volume: 1300 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00002605 | Source IP: 6.108.228.196 | Destination IP: 172.16.0.10 | Source Port: 40405 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 43 | Volume: 1022 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00002705 | Source IP: 138.106.91.91 | Destination IP: 192.168.1.200 | Source Port: 27634 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 96 | Volume: 933 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00002804 | Source IP: 120.250.112.191 | Destination IP: 192.168.1.200 | Source Port: 51305 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 137 | Volume: 1219 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00002904 | Source IP: 146.159.72.200 | Destination IP: 192.168.1.200 | Source Port: 17183 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 183 | Volume: 969 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00003004 | Source IP: 50.106.211.209 | Destination IP: 172.16.0.10 | Source Port: 55127 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 120 | Volume: 932 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00003104 | Source IP: 171.190.80.22 | Destination IP: 192.168.1.200 | Source Port: 2798 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 179 | Volume: 383 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00003204 | Source IP: 37.216.220.72 | Destination IP: 192.168.1.200 | Source Port: 44259 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 76 | Volume: 912 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00003304 | Source IP: 150.94.235.69 | Destination IP: 172.16.0.10 | Source Port: 61296 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 147 | Volume: 605 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00003404 | Source IP: 90.152.2.203 | Destination IP: 192.168.1.200 | Source Port: 11820 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 58 | Volume: 496 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00003504 | Source IP: 76.137.212.16 | Destination IP: 10.0.0.50 | Source Port: 58931 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 166 | Volume: 783 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00003604 | Source IP: 165.195.210.73 | Destination IP: 192.168.1.200 | Source Port: 7005 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 138 | Volume: 1373 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00003704 | Source IP: 31.232.47.24 | Destination IP: 172.16.0.10 | Source Port: 65489 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 89 | Volume: 834 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00003804 | Source IP: 237.147.13.53 | Destination IP: 172.16.0.10 | Source Port: 39188 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 193 | Volume: 1144 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00003904 | Source IP: 112.247.112.129 | Destination IP: 192.168.1.200 | Source Port: 59175 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 161 | Volume: 400 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00004004 | Source IP: 9.159.90.217 | Destination IP: 172.16.0.10 | Source Port: 21783 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 128 | Volume: 236 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00004104 | Source IP: 138.88.90.183 | Destination IP: 10.0.0.50 | Source Port: 10364 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 143 | Volume: 772 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00004204 | Source IP: 139.197.18.141 | Destination IP: 192.168.1.200 | Source Port: 57354 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 61 | Volume: 1445 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00004304 | Source IP: 185.34.132.30 | Destination IP: 10.0.0.50 | Source Port: 17860 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 229 | Volume: 473 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00004404 | Source IP: 246.51.83.134 | Destination IP: 192.168.1.200 | Source Port: 44364 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 129 | Volume: 1414 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00004504 | Source IP: 186.105.82.44 | Destination IP: 192.168.1.200 | Source Port: 11977 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 99 | Volume: 1348 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00004604 | Source IP: 201.103.243.43 | Destination IP: 192.168.1.200 | Source Port: 46176 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 251 | Volume: 831 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00004704 | Source IP: 190.41.74.79 | Destination IP: 10.0.0.50 | Source Port: 2850 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 81 | Volume: 1353 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00004804 | Source IP: 225.165.162.53 | Destination IP: 10.0.0.50 | Source Port: 63375 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 64 | Volume: 216 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00004904 | Source IP: 48.184.0.88 | Destination IP: 172.16.0.10 | Source Port: 45127 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 211 | Volume: 1397 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00005004 | Source IP: 31.196.119.78 | Destination IP: 10.0.0.50 | Source Port: 22346 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 163 | Volume: 886 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00005104 | Source IP: 1.246.105.110 | Destination IP: 172.16.0.10 | Source Port: 15331 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 61 | Volume: 1270 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00005204 | Source IP: 212.12.29.64 | Destination IP: 172.16.0.10 | Source Port: 63578 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 78 | Volume: 924 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00005304 | Source IP: 14.241.87.187 | Destination IP: 192.168.1.200 | Source Port: 17280 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 223 | Volume: 761 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00005404 | Source IP: 47.192.102.216 | Destination IP: 172.16.0.10 | Source Port: 45650 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 196 | Volume: 851 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00005504 | Source IP: 77.215.213.41 | Destination IP: 192.168.1.200 | Source Port: 49039 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 65 | Volume: 1096 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00005604 | Source IP: 102.202.46.111 | Destination IP: 192.168.1.200 | Source Port: 17831 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 114 | Volume: 314 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00005704 | Source IP: 73.226.53.123 | Destination IP: 192.168.1.200 | Source Port: 64241 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 54 | Volume: 120 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00005804 | Source IP: 218.93.128.176 | Destination IP: 192.168.1.200 | Source Port: 48208 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 128 | Volume: 836 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00005904 | Source IP: 13.33.254.243 | Destination IP: 172.16.0.10 | Source Port: 62806 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 189 | Volume: 515 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00006004 | Source IP: 13.112.174.193 | Destination IP: 172.16.0.10 | Source Port: 65263 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 202 | Volume: 449 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00006104 | Source IP: 21.129.153.148 | Destination IP: 10.0.0.50 | Source Port: 32961 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 253 | Volume: 205 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00006204 | Source IP: 212.145.102.59 | Destination IP: 192.168.1.200 | Source Port: 51882 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 190 | Volume: 84 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00006304 | Source IP: 83.150.242.200 | Destination IP: 10.0.0.50 | Source Port: 44104 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 212 | Volume: 1034 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00006404 | Source IP: 176.222.51.224 | Destination IP: 192.168.1.200 | Source Port: 50406 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 204 | Volume: 1177 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00006504 | Source IP: 47.151.251.204 | Destination IP: 192.168.1.200 | Source Port: 42180 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 160 | Volume: 839 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00006604 | Source IP: 153.43.246.184 | Destination IP: 10.0.0.50 | Source Port: 55029 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 202 | Volume: 223 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00006704 | Source IP: 68.204.128.89 | Destination IP: 192.168.1.200 | Source Port: 10909 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 218 | Volume: 1046 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00006804 | Source IP: 19.121.149.185 | Destination IP: 10.0.0.50 | Source Port: 47733 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 249 | Volume: 559 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00006904 | Source IP: 143.6.56.221 | Destination IP: 10.0.0.50 | Source Port: 6776 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 54 | Volume: 1248 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00007004 | Source IP: 133.226.219.159 | Destination IP: 192.168.1.200 | Source Port: 57762 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 233 | Volume: 1470 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00007104 | Source IP: 76.124.90.84 | Destination IP: 192.168.1.200 | Source Port: 15618 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 117 | Volume: 632 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00007204 | Source IP: 20.136.154.74 | Destination IP: 10.0.0.50 | Source Port: 14234 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 236 | Volume: 121 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00007304 | Source IP: 114.149.192.90 | Destination IP: 192.168.1.200 | Source Port: 31241 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 83 | Volume: 1264 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00007404 | Source IP: 187.189.154.173 | Destination IP: 172.16.0.10 | Source Port: 2014 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 66 | Volume: 137 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00007504 | Source IP: 253.24.219.161 | Destination IP: 172.16.0.10 | Source Port: 13536 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 91 | Volume: 646 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00007604 | Source IP: 182.60.240.223 | Destination IP: 172.16.0.10 | Source Port: 43004 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 173 | Volume: 85 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00007704 | Source IP: 244.85.96.215 | Destination IP: 172.16.0.10 | Source Port: 27110 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 105 | Volume: 172 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00007804 | Source IP: 74.76.179.176 | Destination IP: 192.168.1.200 | Source Port: 51910 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 64 | Volume: 1227 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00007904 | Source IP: 151.31.124.27 | Destination IP: 192.168.1.200 | Source Port: 55538 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 198 | Volume: 511 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00008004 | Source IP: 205.155.68.148 | Destination IP: 172.16.0.10 | Source Port: 14188 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 193 | Volume: 893 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00008104 | Source IP: 84.61.240.127 | Destination IP: 172.16.0.10 | Source Port: 13841 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 219 | Volume: 499 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00008204 | Source IP: 120.75.153.219 | Destination IP: 192.168.1.200 | Source Port: 4937 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 45 | Volume: 1428 | Spoofed: 0 | Attack Type: UDP_Flood
